"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Kulkarni S.; Tambe P.; Shinde S.; Chaudhari V.; Mawalkar H.; Kadam V.","Kulkarni, Shreyas (60170913000); Tambe, Pooja (57070049000); Shinde, Sagar (57201982647); Chaudhari, Vivek (60170690500); Mawalkar, Harsh (60170690600); Kadam, Vighnesh (60170471200)","60170913000; 57070049000; 57201982647; 60170690500; 60170690600; 60170471200","AdGenius: An AI-Powered Platform for Ad Deployment and Distribution","2025","3rd IEEE International Conference on Networks, Multimedia and Information Technology, NMITCON 2025","","","","","","0","10.1109/NMITCON65824.2025.11187548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020784615&doi=10.1109%2FNMITCON65824.2025.11187548&partnerID=40&md5=0bc2da54d8e0f37fade433b870af1f87","In the rapidly evolving landscape of digital marketing, advertisers face the challenge of delivering personalized, high-performing content at scale. This paper introduces AdGenius: An AI-Powered Platform for Ad Deployment and Distribution, developed to streamline and automate the advertising workflow using cutting-edge technologies. AdGenius integrates machine learning, natural language processing (NLP), and real-time bidding to intelligently manage ad creation, targeting, and delivery across platforms. A key feature of the system is its text-to-video generation module, which transforms written scripts into engaging video ads using generative AI. The platform is built with React.js, Tailwind CSS, and powerful AI APIs, offering a smooth user experience and scalable infrastructure. AdGenius also includes tools for audience segmentation, content optimization, and performance tracking, enabling data-driven decision-making for advertisers. Through implementation and testing, the system demonstrated improvements in engagement rates, cost-efficiency, and Return on Ad Spend (ROAS). This paper focuses on the practical development of the platform, showing how intelligent automation can simplify and enhance modern digital advertising. © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105020784615"
"Katreddy S.S.","Katreddy, Srinivasa Subramanyam (60053712000)","60053712000","Generative AI Solutions for Creative and Enterprise Applications Unlocking New Possibilities","2025","2025 Global Conference in Emerging Technology, GINOTECH 2025","","","","","","0","10.1109/GINOTECH63460.2025.11076811","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013624500&doi=10.1109%2FGINOTECH63460.2025.11076811&partnerID=40&md5=8eba6604f29af23ddc05bb494ac74c78","It has been established that generative AI is now a revolutionary technology that is revolutionalising creativity as well as enterprise. The paper provides an outlook and results of the ongoing study on advanced AI solutions for generators that are customized for various program requirements, such as content generation, design, and business intelligence. The proposed system makes full use of the recent developments in Large Language Models (LLMs) as well as taking advantage of multimodal AI methods to realise maximum flexibility and creativity. Real life examples from the aspects of marketing, product, and customer relation experience, reveal increased levels of productivity and improved client experience. This piece of work focuses on the opportunity of the generative AI technology in fostering innovativeness of industries while highlighting some of the ethical and operational issues of AI.  © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105013624500"
"Raj A.L.; Dinesh M.","Raj, Amitha Lakshmi (59744016900); Dinesh, Mehul (60170234500)","59744016900; 60170234500","MINT: Meta-Learning for Intelligent Prompt Creation","2025","3rd IEEE International Conference on Networks, Multimedia and Information Technology, NMITCON 2025","","","","","","0","10.1109/NMITCON65824.2025.11187478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020838179&doi=10.1109%2FNMITCON65824.2025.11187478&partnerID=40&md5=8233c329b3ae424eccc420223f528aab","Manual prompt engineering for Large Language Models (LLMs) is not scalable and does not adapt with task complexity. MINT provides a meta-learning solution that allows LLMs to create adaptive, context-sensitive prompts automatically from task description and user goals. With hierarchical user context encoding and iterative self-refinement, MINT supports quick few-shot adaptation and effective personalization across content types. Tested on Blog Authorship, Ad Copy Corpora, and Essay Scoring datasets, MINT surpasses baselines in personalization accuracy, output diversity, and prompt engineering overhead reduction, with BLEU 34.2 and ROUGE-L 42.8. Although meta-learning and reinforcement learning with human feedback(RLHF) elevate compute cost, MINT facilitates scalable, user-aligned content generation for AI writing, marketing, and education.. © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105020838179"
"García de Blanes Sebastián M.; Díaz-Marcos L.; Aguado Tevar Ó.; Delso Vicente A.T.","García de Blanes Sebastián, María (58000010800); Díaz-Marcos, Luis (59361124700); Aguado Tevar, Óscar (59361781300); Delso Vicente, Alberto Tomás (59361124800)","58000010800; 59361124700; 59361781300; 59361124800","Analysis of Generative Artificial Intelligence Applications in Strategic Sectors: A Literature Review","2025","Revista Latina de Comunicacion Social","2025","83","","","","0","10.4185/rlcs-2025-2466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010917161&doi=10.4185%2Frlcs-2025-2466&partnerID=40&md5=6540d0ea325f70c174842ea2e94d8291","Introduction: Generative Artificial Intelligence (GAI) is a disruptive technology capable of creating data that mimics real patterns, transforming strategic sectors such as healthcare, education, finance, and transportation. This study addresses three key questions: What are its main applications? What benefits does it offer? And what challenges does it present? From an analysis of 7,902 articles published between 2020 and 2024, 198 relevant studies were selected, highlighting both its practical applications and challenges. Methodology: The research was conducted following the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) methodology, using databases such as ACM Digital Library, IEEE Xplore, ScienceDirect, and Web of Science. Tools like VOSviewer and Scimat were employed to identify co-citation patterns and thematic evolution. The analysis focused on key technologies such as Generative Adversarial Networks (GANs) and language models. Results: GAI has transformative applications: in education, it personalizes learning with virtual tutoring and adaptive content; in healthcare, it enhances clinical simulations and accelerates drug development; in transportation, it optimizes routing and sustainability; in marketing, it enables precise segmentation and creative content generation; and in communication, AGI revolutionizes interpersonal and organizational dynamics by improving real-time decision-making, automating text generation, and optimizing human-machine interaction. These applications have driven efficiency and innovation across multiple sectors. Discussion: The adoption of GAI drives technological progress, advancing personalization and operational optimization. Its impact could be broadened by adapting applications to local contexts and emerging sectors, maximizing its reach and benefits. Conclusions: GAI is establishing itself as a key tool for sustainable and inclusive development. This study provides a foundation for future research, encouraging innovative applications that effectively and globally transform strategic sectors. © 2025, HISIN (History of Information Systems). All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105010917161"
"Estevez M.; Ballestar M.T.; Sainz J.","Estevez, Macarena (58177064000); Ballestar, María Teresa (57024150400); Sainz, Jorge (24336067500)","58177064000; 57024150400; 24336067500","Market research and knowledge using Generative AI: the power of Large Language Models","2025","Journal of Innovation and Knowledge","10","5","100796","","","3","10.1016/j.jik.2025.100796","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014748841&doi=10.1016%2Fj.jik.2025.100796&partnerID=40&md5=25eb9618a3d33fd55e060cf266f11752","Generative artificial intelligence (GAI) is rapidly transforming the marketing industry with its capabilities in data analysis, personalisation, strategic optimisation, and content generation, providing powerful tools for businesses aiming to establish or maintain a strong brand position. This research examines the application of Large Language Models (LLMs) for market research, enabling marketers to create insights that capture the complexities of market behaviour and customer psychology, helping them to connect with their target audiences more meaningfully and effectively. Particularly, it aims to evaluate the extent to which GAI can replicate traditional market research. We conducted a comprehensive survey on beer consumption in Spain, covering all conversion funnel stages, from Brand Awareness to Purchase. The study was replicated using four prominent LLMs: ChatGPT (OpenAI), Gemini (Google), Claude (Anthropic) and LlaMa (Meta), and the results of these LLMs were compared with those of the traditional survey using a collection of statistical methods. Our results show that LLMs are valuable for market research, offering significant insights as reliable proxies. This represents a competitive advantage by making studies of this kind more accessible and cost-effective, benefitting companies of all sizes. However, LLMs cannot fully replicate traditional methods and present result variability, introducing risks in decision-making because of potential errors in data generation that are complex to estimate without benchmarking. © 2025 The Author(s)","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014748841"
"Dufour A.","Dufour, Arnaud (60191601500)","60191601500","Marketing and Artificial Intelligence","2025","Marketing for Libraries and Information Services: Systems and Developments","","","","125","132","0","10.1002/9781394401574.ch12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021586313&doi=10.1002%2F9781394401574.ch12&partnerID=40&md5=3594e5f500cafc1ba882191bd932debb","For several year. , software publishers specializing in marketing solutions have been promoting the integration of artificial intelligence services into their tools. Using artificial intelligence (AI) tools such as ChatGPT directly is a common approach, but it is also possible to use generative AI integrated into digital marketing tools. These generative AI applications around content are essential, and constitute an area in which marketing and communication professionals can easily begin to use them with reasonable budgets and a prompt return on investment. Advances in audio and video generation also make it possible to produce sounds, music and video sequences that can be used in the context of marketing. Marketing teams are under intense pressure to integrate these generative AIs into their practices and gain in efficiency. By becoming a possible substitute for the search engine, a tool such as ChatGPT could eventually divert traffic and advertising revenue from Google. © ISTE Ltd 2025.","Book chapter","Final","","Scopus","2-s2.0-105021586313"
"Kshetri N.; Dwivedi Y.K.; Davenport T.H.; Panteli N.","Kshetri, Nir (9633912200); Dwivedi, Yogesh K. (35239818900); Davenport, Thomas H. (7006686353); Panteli, Niki (6603241790)","9633912200; 35239818900; 7006686353; 6603241790","Generative artificial intelligence in marketing: Applications, opportunities, challenges, and research agenda","2024","International Journal of Information Management","75","","102716","","","345","10.1016/j.ijinfomgt.2023.102716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174337377&doi=10.1016%2Fj.ijinfomgt.2023.102716&partnerID=40&md5=e549815ca2c8ce22867cc8749e2da027","While all functional areas in organizations are benefiting from the recent development in generative artificial intelligence (GAI), marketing has been particularly affected positively by this breakthrough innovation. However, scholars have not paid attention to the transformative impacts GAI has on marketing activities. This editorial article aims to fill this void. It outlines the current state of generative artificial intelligence in marketing. The article discusses the facilitators and barriers for the use of generative artificial intelligence in marketing. It highlights the effectiveness of insights generated by GAI in personalizing content and offerings and argues that marketing content generated by GAI is likely to be more personally relevant than that produced by earlier generations of digital technologies. The article explains how higher efficiency and productivity of marketing activities can be achieved by using GAI to create marketing content. It also describes the roles of insights and marketing content generated by GAI to improve the sales lead generation process. Implications for research, practice and policy are also discussed. © 2023 Elsevier Ltd","Editorial","Final","","Scopus","2-s2.0-85174337377"
"Mohan A.; Kumar R.M.S.; Swaminathan G.A.","Mohan, Aswathy (59921858000); Kumar, R. Mathusoothana S. (59960253700); Swaminathan, G. Aravind (56586021200)","59921858000; 59960253700; 56586021200","Next-generation artificial intelligence: Pushing the boundaries of autonomous systems","2025","AIP Conference Proceedings","3306","1","050018","","","0","10.1063/5.0276032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008868437&doi=10.1063%2F5.0276032&partnerID=40&md5=43dd4908b5f8c5a39911c748abaea2f5","This paper evaluates the prospects of artificial intelligence across different industries and apparent progress and/or developments observed as of the year 2024. To these models, fine-tuning techniques and open-source datasets are added, thus giving way to the development of multimodal AI and mini-language models. The advancement in AI has made it almost a household name given that it is used in smart home structures, the educational systems with learning management systems and recommendatory systems in our daily lives. AI has several uses mainly in industries whereby it helps in effectiveness, customer experience customization, and optimization of tasks. In e-commerce, the AI application is for building recommendation engine and chatbot which increases customer satisfaction and sales. The utilization of AI is an advantage to the education sector since specific learning content is facilitated and administrative desk work is enhanced. Lifestyle apps include smart personal assistant and smart home, while business apply AI in analyzing data for marketing segment, customizing messaging and optimizing marketing campaign. Most of the social media platforms incorporate the use AI for data analysis, user tracking and management, and content moderation. In finance, one gets help from AI in investments and handling of risks. Other categories include autonomous vehicles, e-mail sorting and identifying objects or people, and home help appliances. © 2025 Author(s).","Conference paper","Final","","Scopus","2-s2.0-105008868437"
"Ahmed D.","Ahmed, Dahmane (60229450300)","60229450300","The Role of Generative Artificial Intelligence (such as ChatGPT) in Reshaping Destination Choice Decisions: A Theoretical and Methodological Analysis of AI-Driven Travel Marketing","2025","MSW Management","35","2","","169","176","0","10.7492/26aws105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024201289&doi=10.7492%2F26aws105&partnerID=40&md5=302f57c1f890446209e3f1a9fb524df1","The tourism sector has undergone a radical transformation with the emergence and development of generative artificial intelligence (Generative AI - GAI) applications, with models like ChatGPT representing a strategic force disrupting the landscape of tourism marketing. This paper aims to explore the pivotal role of generative artificial intelligence in reshaping destination marketing strategies and its direct impact on the complex process of making travel decisions. The research adopts a comprehensive critical and analytical literature review methodology covering tourism, digital marketing, and artificial intelligence. As a result, the paper presents an integrated conceptual framework linking the unique characteristics of generative artificial intelligence—such as contextual personalization and creative content generation—with established theories in the field, chiefly the Experience Economy theory and the Destination Image theory. The paper systematically analyzes the empowering role of generative artificial intelligence across the three main stages of travel decision-making (pre-trip, evaluation, and post-purchase), highlighting the mechanisms of influence at each stage. It also deeply discusses the accompanying ethical and cognitive challenges, such as algorithmic bias, ""hallucinations"" of models, and intellectual property issues. The study concludes that generative artificial intelligence is not merely an auxiliary technological tool, but a fundamental strategic driver for reshaping the competitive advantage of tourism marketing entities. Finally, the paper provides a systematic research agenda to guide future research in this emerging knowledge field. © 2025 Forester Communications Inc.. All rights reserved.","Article","Final","","Scopus","2-s2.0-105024201289"
"Wu P.; Li X.; He Z.; Fan L.","Wu, Pengfei (59185317600); Li, Xiaomei (58558751500); He, Ziming (58558751400); Fan, Ling (57209534508)","59185317600; 58558751500; 58558751400; 57209534508","AdvisorAI: Transforming Graphic Advertising with Generative AI-Enhanced Design Strategies","2025","Communications in Computer and Information Science","2320 CCIS","","","295","304","0","10.1007/978-3-031-78531-3_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215668717&doi=10.1007%2F978-3-031-78531-3_32&partnerID=40&md5=c6df91e178c85ef0f9a758e14f340ead","With the advancement of generative artificial intelligence, design is moving towards a new era of intelligence. Generative AI models have demonstrated remarkable capabilities in creating images using text prompts, significantly advancing graphic advertisement design and production. Graphic advertisement design has relatively specific business objectives during production, requiring accurate conveyance of the image’s information to users. However, generative AI still faces challenges in accurately generating images that match the textual content, often failing to produce the images designers need. We developed AdvisorAI (Generative AI-Assisted Design System for Graphic Advertising), an intelligent interactive tool designed to assist novice graphic designers in creating graphic advertisements. AdvisorAI features an explanatory interactive design framework, helping users intuitively perceive and modify the generation process. We trained an AI Agent model to analyze users’ natural language inputs and convert them into design feature texts aligned with professional graphic image knowledge. Furthermore, we developed a standard parameter asset library specific to graphic advertisement design, including prompt words, reference images, and generation parameters. These are visualized to aid users in understanding and adjusting the parameters used for image generation, transforming design features into precise parameter combinations for AI-driven image creation. We conducted user studies comparing the workflow using AdisorAI with that of existing industry standard tools, followed by in-depth user interviews. Both quantitative and qualitative research findings indicate that AdvisorAI is highly effective in assisting novice graphic designers to quickly utilize generative AI for graphic design production. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Conference paper","Final","","Scopus","2-s2.0-85215668717"
"Ramkumar N.","Ramkumar, Niranjan (60145395100)","60145395100","AI-Powered Social Media Content Optimization: Enhancing Engagement, Personalization, and Efficiency","2025","2025 International Conference on Computing Technologies and Data Communication, ICCTDC 2025","","","","","","0","10.1109/ICCTDC64446.2025.11158947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019061842&doi=10.1109%2FICCTDC64446.2025.11158947&partnerID=40&md5=f806c0ba70ff535898c8aecb3fb1c043","In today's digital world, brands battle to keep their content consistent, which leads to audiences tuning out and damaged reputations. Overly aggressive promotional content often renders brands seemingly inauthentic and inadequately targeted content strategies usually prove insufficient for the needs of particular audience segments. This imbalance considerably effects engagement, customer retention and content marketing strategy efficiency. Customary, rule-based content scheduling is inflexible, as well as unresponsive to evolving audience preferences, leaving a gap in personalized, data driven content marketing. Our proposed AI system designs social media content and it leverages machine learning to improve and personalize brand content strategies. Our solution is made up of several components. Custom content strategies are developed using AI to analyse customer preferences with clustering and topic modelling. Reinforcement learning maintains an optimal 3:1 ratio of value-driven as well as promotional content, algorithmically balancing them to increase user engagement; this increases user trust. Recurrent neural networks, such as LSTMs and Deep Q-Networks, power predictive analysis, along with sentiment analysis, to improve customer relationship management and lead generation strategies, thereby increasing conversion rates. Our methodology deals with customer segmentation, problem identification, content strategy development, predictive analytics, and feedback-driven self-improvement. Using cuttingedge AI methods such as BERT, Decision Trees, Knowledge Graphs, and reinforcement learning, our system has repeatedly adapted its activities according to audiences' behaviour so that the brands could remain in line with them. Our Wow Factor: AI-Driven Personalization -Dynamic Audience Segmentation and Topic Modelling Tailor your Content for Engagements. This list of features concludes with the automated and adaptive nature of content strategy. Algorithms with self-learning skills will keep continuously improving strategies while using realtime audience interaction feedback. The balancing approach to the content will take place with this reinforcement learning model, thus offering an optimal amount of value-based and promotional material, avoiding fatigued audience. Predictive analytics enhance better lead generation while ensuring retention Data-driven decisions for future optimization will be achievable with AI-derived insights. Our experimentation and case studies proved that this AI-driven approach really works, increasing engagement rates, brand trust, and conversions. This system transforms social media content management by allowing the perfect balance of storytelling with promotional strategies while establishing a new standard in the industry for AI-powered content marketing. © 2025 IEEE.","Conference paper","Final","","Scopus","2-s2.0-105019061842"
"Al-Ababneh H.A.; Al-Daoud K.I.; Vasudevan A.; Dalbouh M.A.A.; Almubaydeen T.H.; Mohammad S.I.S.; Aburub F.A.F.; Kutieshat R.J.; Galdolage B.S.; Maniam V.A.","Al-Ababneh, Hassan Ali (57210107560); Al-Daoud, Khaleel Ibrahim (57208943297); Vasudevan, Asokan (57268010400); Dalbouh, Mahmud Agel Abu (57216935305); Almubaydeen, Tareq Hammad (57215011284); Mohammad, Suleiman Ibrahim Shelash (59667362600); Aburub, Faisal Asad Farid (21933897300); Kutieshat, Ruba Jafar (57478268800); Galdolage, Badra Sandamali (57225147929); Maniam, Vilkineswaran A. (55008687800)","57210107560; 57208943297; 57268010400; 57216935305; 57215011284; 59667362600; 21933897300; 57478268800; 57225147929; 55008687800","Artificial Intelligence in Marketing: Personalization at a New Level","2026","Studies in Systems, Decision and Control","620","","","239","249","0","10.1007/978-3-032-02056-7_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027070254&doi=10.1007%2F978-3-032-02056-7_19&partnerID=40&md5=33a80a353114bfe21f00d5919c9086fe","AI in marketing breaks new ground with detailed personalization, enabling businesses to tailor their approach to each of their customers. The common trends in application of the modern AI technologies like machine learning, natural language processing and predictive analytics in forming personalized marketing solutions are argued. The application of AI in segments are data-driven audience segmentation, adaptive content generation, dynamic pricing and customer journey management. The advantages of personalization are: Improved loyalty Targeted accuracy Conversion growth Data privacy, technological barriers and customer expectations are just some of the challenges around AI deployment, which is well-document. Hence it is emphasized, that always an ethical way and respecting the consumer rights are important, at the time of using any data actively. To ensure successful AI adoption as a pillar of marketing, we recommend building a flexible infrastructure, training up specialists, and utilizing data to forecast customer needs. By examining important trends and perspectives, the authors point to AI as a key instrument that can enhance competitiveness, as well as a create unique customer experience in the digital economy. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Book chapter","Final","","Scopus","2-s2.0-105027070254"
"Xavier B.","Xavier, Bibin (58781159700)","58781159700","Quantum Computing in Digital Marketing: The Next Revolution","2026","Studies in Big Data","179","","","279","298","0","10.1007/978-3-032-00586-1_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026560416&doi=10.1007%2F978-3-032-00586-1_13&partnerID=40&md5=65b97e6eac8b11615ebfa9f45a5386be","The data and AI-heavy digital marketing industry, with its processing requirements, is constrained by classical computing. Quantum computing, via superposition and entanglement, brings about a paradigm shift with the potential to disrupt this industry. The paper explores the revolutionary impact of quantum computing on digital marketing in data processing, personalization, optimization, ad targeting, SEO, content generation, customer experience, and cybersecurity. The study examines the potential of quantum algorithms in enabling hyper-personalized campaigns, real-time ad optimization, enhanced fraud detection, and intelligent chatbots. There are issues to be resolved, however, including the prohibitive costs, inaccessibility, algorithm creation, and privacy. The paper examines the opportunities, challenges, and future of quantum computing in digital marketing, with practical implications for companies planning for the quantum era. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Book chapter","Final","","Scopus","2-s2.0-105026560416"
"Jin Z.; Tao X.","Jin, Ziniu (57370775800); Tao, Xiaobo (36519893600)","57370775800; 36519893600","Framing the Future: How AI's Creation Versus Generation Visuals Affects Consumer Willingness to Pay","2025","Psychology and Marketing","42","10","","2496","2508","5","10.1002/mar.22242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006534461&doi=10.1002%2Fmar.22242&partnerID=40&md5=e2ba9aec3a6e9fe3971ce0d1b9c925a4","This study explores how the framing of AI-generated visuals as “creation” versus “generation” influences consumers’ willingness to pay (WTP). We propose that the framing of a visual as “created” by AI, as opposed to “generated” by AI, enhances consumers’ WTP due to increased perceptions of product value. We further examine the psychological mechanisms underlying this effect, suggesting that savoring—the enjoyment of contemplating the product's deeper meaning—mediates the relationship between creation framing and WTP. Additionally, we investigate two key moderators: the concreteness of the visual and the level of human-AI collaboration. Specifically, we find that the effect of creation framing is attenuated when the visual style of the imagery is concrete rather than abstract, and that high human-AI collaboration level in product development mitigates the positive impact of creation framing. This study contributes to understanding how language framing in AI marketing influence consumer behavior, offering implications for marketers seeking to optimize consumer engagement with AI-generated products. © 2025 Wiley Periodicals LLC.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105006534461"
"Lissy N.S.; Mahalakshmi J.","Lissy, N.S. (57201266903); Mahalakshmi, J. (59694664600)","57201266903; 59694664600","Exploring the Influence of Artificial Intelligence in Digital Marketing: A Comprehensive Study","2024","Studies in Big Data","159","","","449","457","0","10.1007/978-3-031-71213-5_39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210160573&doi=10.1007%2F978-3-031-71213-5_39&partnerID=40&md5=7983664b600b6750eef977d26830b438","Digital marketing offers numerous advantages, enabling marketers to efficiently reach customers at a worse cost matched to outdated methods. It plays a pivotal role in business growth. In the realm of marketing, artificial intelligence (AI) has become essential, enabling smarter search engines, personalized experiences, advertising, content generation, net design, email promotions, vigorous pricing, and predictive customer behavior analysis. AI enables businesses to attain a sophisticated comprehension of customer requirements, thereby enhancing sales and revenue generation. Research highlights explores into the requirement domains of Artificial Intelligence (AI) now the online advertising landscape then examines its profound impact on the industry, elucidating how AI empowers digital marketers to better comprehend and cater to customer requirements, consequently enhancing their bottom line. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","Book chapter","Final","","Scopus","2-s2.0-85210160573"
"Angara R.; Bharat Chandra B.; Ahamad S.Z.; Rohit V.; Rajathilagam B.","Angara, Rishik (60345749700); Bharat Chandra, B. (60346164000); Ahamad, Shaik Zakeer (60346303500); Rohit, Vakada (59936170700); Rajathilagam, B. (55256339100)","60345749700; 60346164000; 60346303500; 59936170700; 55256339100","CASG: Creative Advertisement Script Generator for Consumer Products","2026","Lecture Notes in Networks and Systems","1535 LNNS","","","539","550","0","10.1007/978-981-96-9191-3_46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028295944&doi=10.1007%2F978-981-96-9191-3_46&partnerID=40&md5=16322f66b3141ccf181034c52d5b610c","The integration of AI-driven techniques in advertisement script generation introduces a transformative approach to creating tailored and contextually relevant content. This study presents a novel framework that utilizes the BLIP model for image captioning and a fine-tuned LLaMA3.2-3B model, trained on a custom dataset of manually crafted ad scripts, to automate the generation of theme-based advertisement scripts. Unlike conventional methods, our system enables users to specify thematic preferences (e.g., action, adventure, humor) to produce scripts that align with both visual content and desired narrative styles. A comparative analysis with GPT-2 reveals that LLaMA3.2-3B generates more creative and contextually relevant scripts, despite its longer inference time, which remains a limitation. To ensure practical validation, we incorporate user feedback and evaluation metrics, aligning the system with industry standards. Additionally, we address ethical considerations such as AI bias, content authenticity, and potential misuse in marketing. Deployed as a scalable web application, this framework provides an efficient and theme-adaptive solution for automated advertisement script generation, catering to diverse creative needs and enhancing the overall quality of ad content. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.","Conference paper","Final","","Scopus","2-s2.0-105028295944"
"Libera P.S.; Bilgram V.; Schötteler S.; Mammen J.","Libera, Pedro Schötteler (60033801700); Bilgram, Volker (23988311800); Schötteler, Sebastian (57314414300); Mammen, Jan (56528154400)","60033801700; 23988311800; 57314414300; 56528154400","ChatGPT in the Working World: A Qualitative Study","2025","Information Resources Management Journal","38","1","","","","0","10.4018/IRMJ.386593","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012822239&doi=10.4018%2FIRMJ.386593&partnerID=40&md5=1119425f9e8bb39804f1a617dc8478d7","The authors investigated how ChatGPT transforms workplace tasks by analyzing qualitative survey responses from 78 U.S. professionals in the fields of software, marketing, and academia. This study addresses a gap in understanding the malleability of generative artificial intelligence in diverse professional contexts, a need underscored by ChatGPT’s rapid adoption and mixed impact on work practices. Using a qualitative survey deployed via a validated platform, the authors collected open-ended responses about tasks, challenges, and opportunities. Responses were inductively coded to compare domain-specific applications. The findings show that although ChatGPT is widely used across sectors for tasks such as content creation, research, and idea generation, certain tasks—such as coding in software, strategic communication in marketing, and knowledge acquisition in academia— diverge. The results emphasize the importance of context-sensitive integration strategies and bottom-up adoption approaches to maximize the benefits of artificial intelligence while mitigating risks. © 2025 IGI Global. All rights reserved.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105012822239"
"Neves J.; Pereira M.C.; Bacalhau L.M.","Neves, Joana (58611497700); Pereira, Miguel Cachulo (59557454500); Bacalhau, Lara Mendes (58305757100)","58611497700; 59557454500; 58305757100","AI Hallucinations on Marketing: A Systematic Review of Risks, Impacts, and Mitigation Strategies and Future Directions","2026","Studies in Systems, Decision and Control","238","","","499","509","0","10.1007/978-3-031-85398-2_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027265242&doi=10.1007%2F978-3-031-85398-2_44&partnerID=40&md5=15c1180b8b5cdd3b8079c9985dc01bda","Integrating Large Language Models (LLM) like ChatGPT in marketing practices is transforming the field because of the ability of such technologies to allow for personalized experiences and enhanced brand engagement. Apart from the emerging possibilities, some concerns are being raised, one of them being AI hallucinations (AIH), present in the results of such models, which can present risks to marketing outcomes, including damaging brand image and consumer trust. This study aims to shed light on AIH's impact on content accuracy and consumer behavior by performing a systematic literature review. The findings highlight increased customer complaints and harm to brand perception. To mitigate these risks, strategies like human-in-the-loop (HITL) systems and retrieval-augmented generation (RAG) models are recommended, with a call for further research to improve LLM robustness and protect the integrity of AI-generated content. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Book chapter","Final","","Scopus","2-s2.0-105027265242"
"Singh A.; Mithun S.","Singh, Akashdeep (60076165400); Mithun, Shamima (60076447500)","60076165400; 60076447500","Enhancing Large Language Models for Real-Time, SEO-Optimized Article Generation","2025","Lecture Notes in Networks and Systems","1567 LNNS","","","128","141","0","10.1007/978-3-032-00071-2_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014416092&doi=10.1007%2F978-3-032-00071-2_8&partnerID=40&md5=5c8c54c6e7e4a6bdeeb63e532ab8a81b","The rapid evolution of journalism and search engine optimization (SEO) demands timely, high-quality content generation, a task challenged by the inherent static nature of large language models (LLMs). This research introduces an innovative automated framework that enhances LLMs for real-time, SEO-optimized article production by integrating dynamic data acquisition, Retrieval-Augmented Generation (RAG), and advanced natural language processing. The methodology employs Selenium for browser automation to extract top-ranking Google search results for a target keyword, followed by Scrapy-based scraping to collect and structure article data, removing extraneous elements like URLs. A sentence transformer model generates paragraph embeddings, indexed in a FAISS database for efficient semantic retrieval using K-Nearest Neighbors. Meta’s LLaMA 3 analyzes scraped article structures to create SEO-aligned outlines, including titles, headings, and subheadings. Retrieved paragraphs inform prompt-engineered content generation for each section, leveraging real-time insights. The resulting articles undergo multi-faceted evaluation: retrieval accuracy, content quality, and SEO effectiveness and human reviewers ensure readability and relevance. This scalable pipeline overcomes LLM limitations, delivering contextually relevant, optimized content aligned with current trends, and offers a robust solution for automated journalism and digital marketing. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","Conference paper","Final","","Scopus","2-s2.0-105014416092"
