"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Laverie D.; Humphrey W.H., Jr; Bolton D.E.","Laverie, Debbie (6506328907); Humphrey, William H. (55813317500); Bolton, Dorcia E. (57464779500)","6506328907; 55813317500; 57464779500","Integrating Customer Journey Mapping and Integrated Marketing Communications for Omnichannel and Digital Marketing Education: An Abstract","2018","Developments in Marketing Science: Proceedings of the Academy of Marketing Science","","","","205","206","3","10.1007/978-3-319-99181-8_62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078448939&doi=10.1007%2F978-3-319-99181-8_62&partnerID=40&md5=f9a8c4d87d28b8fc37f8e187bc9a179b","There has been significant growth in the number of digital marketing courses, certificates, and programs in marketing departments. This growth is noteworthy as competency in digital marketing is increasingly important in the marketplace, and these skills can help job placement (Staton 2015). Reviews of marketing curriculums suggest there is a variety of ways of teaching digital marketing (Munoz and Wood 2015). We argue that integrated marketing communications (IMC) is a useful framework to use teaching digital marketing as it helps tie the tools to marketing strategy. Today’s omnichannel customer experience requires more sophisticated approaches to communication on how consumers reach purchase decisions with the existence of more complex IMC programs. A fresh way of structuring this framework is through tying IMC tactics to customer journeys. The essence of a customer journey has been equated as a process and the sum of all interactions in a customer’s path to purchase with a firm (Lemon and Verhoef 2016). A customer journey map is a visualized iteration of a potential number of media or interactions (like TV ads, retail store visits, mobile reminders) a consumer may take in the process to moving from ignorance about a product to purchase (Richardson 2010; Rosenbaum et al. 2017). Each step of the customer journey represents a potential omnichannel brand interaction a consumer may have, either offline or online, and components of integrated marketing communications strategy are enacted for those interactions that involve the brand as origin of the message. The method begins with IMC and then overlays that onto the customer journey. This approach starts with walking the student through a detailed example of a successful IMC campaign. Next, the professor discusses the notion of customer journeys. A customer journey maps a diagram that shows the steps your customer(s) go through in interacting and engaging with a company. This interaction can be online, in-store, a service, or some combination that includes every touchpoint with a consumer (Richardson 2010). The ma initiates the first interaction with the customer and continues for the life of the relationship. We offer a teaching method that incorporates IMC and customer journeys. The notion of customer journey and how it feels into an AI system is a new concept for most students. Therefore, we developed a hands-on approach that entails developing a customer journey and linking that with IMC. In our experience, students understand the material to a greater degree after this exercise versus receiving it in lecture format. We will demonstrate this process at the conference and involve attendees in building a customer journey. © 2018, Academy of Marketing Science.","Book chapter","Final","","Scopus","2-s2.0-85078448939"
"Ghosh S.; Mondal S.","Ghosh, Sanchari (59943986800); Mondal, Sandeep (55197765700)","59943986800; 55197765700","Navigating workforce transformation in digital era supply chain through time series forecasting","2026","International Journal of System Assurance Engineering and Management","","","","","","0","10.1007/s13198-025-03118-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026675649&doi=10.1007%2Fs13198-025-03118-3&partnerID=40&md5=b44e54046a25531f56cbbdb8ba4fcb13","The digital era is reshaping supply chain operations through widespread integration of Artificial Intelligence (AI), automation, and hybrid work models. This transformation necessitates a reconfiguration of workforce structures, particularly in terms of flexible job roles and AI-related skills. However, limited empirical research exists on how these shifts are evolving across supply chain functions and geographies. This study addresses this gap by forecasting workforce transformation trends across 5 critical supply chain job roles, viz., Customer Service, Information Technology Operations, Marketing, Production and Manufacturing, and Sales by employing daily job posting data from February 2019 to January 2025 for five developed economies of the world through time series forecasting. Sector-specific time series forecasts are generated through Vector Autoregression and Bidirectional Long Short-Term Memory models, validated through statistical diagnostics and corroborated by leading industry and labour market reports. Results indicate consistent growth in hybrid job roles across functions, with heterogeneous trends in AI-skilled demand, reflecting sectoral readiness and task-specific automation potential. The framework also offers actionable insights for strategic workforce planning for designing a resilient, future ready, inclusive digital era supply chain, predominantly aligned with Sustainable Development Goals 8 and 9. © The Author(s) under exclusive licence to The Society for Reliability Engineering, Quality and Operations Management (SREQOM), India and The Division of Operation and Maintenance, Lulea University of Technology, Sweden 2026.","Article","Article in press","","Scopus","2-s2.0-105026675649"
"Tawara A.A.; El-Den J.; Gide E.; Sebastian Y.","Tawara, Abdallah Al (59562731200); El-Den, Jamal (23667016800); Gide, Ergun (22978864000); Sebastian, Yakub (25923085000)","59562731200; 23667016800; 22978864000; 25923085000","A Systematic Review and Comprehensive Analysis of AI-Enabled Re-Skilling and Upskilling in Education: Transformative Strategies for the Future","2024","2024 21st International Conference on Information Technology Based Higher Education and Training, ITHET 2024","","","","","","1","10.1109/ITHET61869.2024.10837638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218106475&doi=10.1109%2FITHET61869.2024.10837638&partnerID=40&md5=aac163964be39258489a1d073a529ce4","The evolution of Artificial Intelligence (AI) is reshaping education by enabling adaptive re-skilling and upskilling strategies that align with the digital economy's demands. This paper systematically reviews and analyzes AI-enabled learning approaches, emphasizing the transformative impact of AI on personalized education and skills development. Using Social Media Marketing (SMM) in Jordanian Small and Medium-sized Enterprises (SMEs) as a case study, we examine how AI-driven marketing strategies-specifically those involving customer engagement and content optimization-can inform similar applications in education. Our mixed-methods research combines qualitative insights from SME stakeholders with quantitative surveys on AI's impact on SMM, analyzing its effectiveness in enhancing engagement, predicting trends, and improving ROI. These findings are visualized in key diagrams, including a process flowchart for re-skilling and upskilling, entity-relationship diagrams for AI applications in SMEs, and pie charts highlighting AI's impact on engagement and learning. The study identifies critical barriers to AI adoption in education, such as technical constraints, financial limitations, and ethical challenges, represented in visual aids to enhance clarity. Practical strategies to address these challenges are presented, providing educators, policymakers, and stakeholders with a roadmap for integrating AI to foster continuous learning and innovation. This research offers a foundation for AI-driven educational strategies that can adapt to the evolving needs of a global workforce. © 2024 IEEE.","Conference paper","Final","","Scopus","2-s2.0-85218106475"
"","","","International Conference on Business and Technology, ICBT 2025","2026","Lecture Notes in Networks and Systems","1576 LNNS","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027179502&partnerID=40&md5=fba9f53055cfbb4d58bed234f8db45fc","The proceedings contain 59 papers. The special focus in this conference is on Business and Technology. The topics include: Educational Management and Governance in the Era of Artificial Intelligence: Enhancing the Quality of Education at the University of Al Ain in the United Arab Emirates; navigating Service Failures in Telecommunication Chatbots: How Customer Frustration Shapes Repatronage Intentions; Comparative Study of ARIMA and LSTM Models in Stock Price Prediction (Casablanca Stock Exchange); identifying Teachers’ Needs for Technology Integration in English Language Teaching; the Role of Financial Reporting Quality in Rationalizing Economic Decisions; GenAI in Call Centers: Suitability of LLMs; Evaluation of Content Validity and Face Validity of Conditionality and Impact Measurement for Zakat-CCT Programs Instrument; mapping the Contribution of Design Thinking to Market Innovation: A Bibliometric Analysis; impact of Social Media and Digital Influencers on Travel and Tourism: Insights from Coimbatore City; consumer’s Online Buying Process in the Age of Shopping Bots: Brand Awareness and Trust as Mediators of Recommendations; the Influence of Behavioral Biases and Digital Literacy on Investment Decisions in Capital Market Among Millennials and Generation Z with Financial Literacy as a Moderator; Overall Brand Equity of NEOM Smart City: Digital Marketing as a Moderator; Empowering Women Entrepreneurs with AI: A Systematic Review of Adoption, Challenges, and Solutions; AAOIFI Shariah Standards Implementation in the UAE: The Perspective of Shariah Personnel; professionally Digital Skills for Teaching Work Performances: A Critical Review; the Moderation Effect of Human Resources Aging on the Relationship Between Change Management and Strategic Entrepreneurship.","Conference review","Final","","Scopus","2-s2.0-105027179502"
"Patel P.; Kumar D.; Jain A.; Gupta R.; Mishra H.K.","Patel, Pushparaj (59529220900); Kumar, Disha (59529658900); Jain, Archita (59529369300); Gupta, Riya (59528932900); Mishra, Hemanta Kumar (57863973200)","59529220900; 59529658900; 59529369300; 59528932900; 57863973200","Artificial Intelligence in Pharmaceutical Management Education: Opportunities, Challenges, and Impact","2024","International Journal of Pharmaceutical Sciences and Nanotechnology","17","6","","7697","7705","0","10.37285/ijpsn.2024.17.6.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216081024&doi=10.37285%2Fijpsn.2024.17.6.6&partnerID=40&md5=838a4bfa132fec4a3c933dab263f3e2b","Background: The use of Artificial intelligence (AI) is used nowadays rigorously in the pharmaceutical industry however, challenges remain in pharmaceutical management education, which prepares the professional who manages the industry. Through AI, the pharmaceutical industry designs drug discovery, formula development, marketing, strategies, quality assurance and many more. However, in literature, uses of AI in pharmaceutical management education have not been widely used and discussed with reference to India. Objective: This article explores the opportunity of key publication, its citation, gaps, and future scope of application of AI in the pharmaceutical industry as well as education that how AI could help professionals who pursue pharmaceutical management as a career in higher education. Moreover, the use of this paper will focus on how AI can facilitate pharmaceutical management education by adopting ethical guidelines and keeping scientific practices. Materials and Methods: To answer this, a systematic literature review with the SCOPUS database from 2013 to 2023 was conducted and selected 988 research articles out of 5,39,874 by applying the PRISMA approach. The keywords used to search the articles are pharmaceutical, education, artificial intelligence, marketing, strategy, future, business, management, accounting, pharmacology, toxicology, and pharmaceutics and trends. As an inclusion criterion, articles authored by Indian academicians in English languages were included. Result: The findings suggested that the role of AI in higher education is need of the hour as industries are looking for professionals with such skills. The study also concludes that AI in higher education could be used how to ensure customer preference through unstructured data for selecting the best segment, standardisation of products, regulatory approval, designing good research design in conducting clinical trials, strategies, and marketing. These identified topics could enrich the content of the pharmaceutical need and bring a revolution in the pharmaceutical industry for the betterment of society. Conclusion: Currently, pharmaceutical management education needs more professionals aligned with the uses of AI for developing strategies in marketing, branding, and product development. Further, it could be used to measure customer satisfaction and ethical regulations. Hence study recommends that curriculums need to be looked at from various angles. © 2024 Pharma Book Syndicate. All rights reserved.","Article","Final","","Scopus","2-s2.0-85216081024"
"Burgess A.","Burgess, Andrew (59959090400)","59959090400","The Executive Guide to Artificial Intelligence: How to identify and implement applications for AI in your organization","2017","The Executive Guide to Artificial Intelligence: How to Identify and Implement Applications for AI in your Organization","","","","1","181","43","10.1007/978-3-319-63820-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008861043&doi=10.1007%2F978-3-319-63820-1&partnerID=40&md5=9683666ed1b57d6cac4ebc96a977b7e1","This book takes a pragmatic and hype–free approach to explaining artificial intelligence and how it can be utilised by businesses today. At the core of the book is a framework, developed by the author, which describes in non–technical language the eight core capabilities of Artificial Intelligence (AI). Each of these capabilities, ranging from image recognition, through natural language processing, to prediction, is explained using real–life examples and how they can be applied in a business environment. It will include interviews with executives who have successfully implemented AI as well as CEOs from AI vendors and consultancies. AI is one of the most talked about technologies in business today. It has the ability to deliver step–change benefits to organisations and enables forward–thinking CEOs to rethink their business models or create completely new businesses. But most of the real value of AI is hidden behind marketing hyperbole, confusing terminology, inflated expectations and dire warnings of ‘robot overlords’. Any business executive that wants to know how to exploit AI in their business today is left confused and frustrated. As an advisor in Artificial Intelligence, Andrew Burgess regularly comes face–to–face with business executives who are struggling to cut through the hype that surrounds AI. The knowledge and experience he has gained in advising them, as well as working as a strategic advisor to AI vendors and consultancies, has provided him with the skills to help business executives understand what AI is and how they can exploit its many benefits. Through the distilled knowledge included in this book business leaders will be able to take full advantage of this most disruptive of technologies and create substantial competitive advantage for their companies. © The Editor(s) (if applicable) and The Author(s) 2018.","Book","Final","","Scopus","2-s2.0-105008861043"
"Segarra-Blasco A.; Tomàs-Porres J.; Teruel M.","Segarra-Blasco, Agustí (57214067956); Tomàs-Porres, Josep (57665115600); Teruel, Mercedes (52264747100)","57214067956; 57665115600; 52264747100","AI, robots and innovation in European SMEs","2025","Small Business Economics","65","1","","719","745","17","10.1007/s11187-025-01017-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218904155&doi=10.1007%2Fs11187-025-01017-2&partnerID=40&md5=0bfbe563351aec15568494d311772e88","There is increasing interest in the impact of advanced digital technologies on SMEs, but the determinants of their adoption and their association with multiple innovation outcomes remain unexplored. Based on the Flash Eurobarometer 486, this paper analyses how the adoption of artificial intelligence and robots is related to European SMEs carrying out product, process, organizational and marketing innovations. Our results establish scale-ups and start-ups as the most likely adopters of these technologies and the most innovative firms. Furthermore, internal characteristics, such as internationalization and firm size, and external factors, such as the availability of digital skills and infrastructure, are significant drivers of digitalization at the firm level. In a two-stage approach, we find that the adoption of artificial intelligence and robots is associated with all innovation types, although these technologies serve more specialised objectives in manufacturing rather than in service sectors. Our results confirm a significant variability in the adoption of artificial intelligence and robots, as well as heterogeneous associations with innovation outcomes. © The Author(s) 2025.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85218904155"
"","","","Proceedings - 2023 IEEE World Conference on Applied Intelligence and Computing, AIC 2023","2023","Proceedings - 2023 IEEE World Conference on Applied Intelligence and Computing, AIC 2023","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174532884&partnerID=40&md5=9bbc45dee871dfa567e5e96ba80a047f","The proceedings contain 168 papers. The topics discussed include: a leader election algorithm using blockchain for IoT; research on intelligent information screening algorithm of Japanese network corpus based on computer corpus; SRDRN-IR: a super resolution deep residual neural network for IR images; design of an efficient hybrid-attack classification and mitigation model for heterogeneous wireless networks; construction of information security system in earthquake industry; generating synthetic data for better prediction modeling in skill demand forecasting; analysis role of ml and big data play in driving digital marketing’s paradigm shift; enhancing phishing website detection using particle swarm optimization and feature selection techniques; microrobot for elderly care using advance AI technology; Devanagari character recognition using MLP-Mixer and CNN extracted features; and the least square QR method improves extreme learning machine.","Conference review","Final","","Scopus","2-s2.0-85174532884"
"Chaudhary M.; Kurbonov M.; Masoud E.; Khatib B.A.","Chaudhary, Monica (55429003700); Kurbonov, Mukhammaddiyor (60058881900); Masoud, Emrana (60059026700); Khatib, Bahauddin Atiq (60058995000)","55429003700; 60058881900; 60059026700; 60058995000","Artificial Intelligence and the Performance of Students","2025","Navigating the Intersection of AI Policy, Technology, and Governance","","","","83","98","0","10.4018/979-8-3373-1210-1.ch004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013932261&doi=10.4018%2F979-8-3373-1210-1.ch004&partnerID=40&md5=dc0b2a320c68aad1f0773f52f978c405","AI technologies have impacted the academic performance and skill development of marketing students. This study investigates how AI technologies affected the academic performance and the skills in marketing students. The research paper provides insight about AI technologies’ role in changing marketing education for students. The research aims to identify the usage patterns of AI in marketing students, evaluating the impact of AI education on marketing students’ performance and the impact on the non-academic skill developments. To investigate the changes in the skills and academics primary and secondary data has been used. The primary data includes the survey which was done using convenient and snow-ball sampling. The secondary data was collected using the research papers and studies done earlier by researchers. There were three main aims, while collecting the secondary data, which are understanding consumer sentiments, improving market performance with AI and AI’s influence on non-academic skill development. © 2025 by IGI Global Scientific Publishing. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-105013932261"
"Jalaja V.; Sheshadri T.; Arthi V.K.; Thilaga S.; Bamini J.; Mahabub Basha S.; Kethan M.","Jalaja, V. (59982694800); Sheshadri, Thejasvi (59250545900); Arthi, V.K. (59385753100); Thilaga, S. (59304777300); Bamini, J. (58157574900); Mahabub Basha, S. (58135362200); Kethan, Manyam (58135362300)","59982694800; 59250545900; 59385753100; 59304777300; 58157574900; 58135362200; 58135362300","Maximizing Marketing Value: An Empirical Study on the Framework for Assessing AI and ML Integration in Marketing Management","2024","Indian Journal of Information Sources and Services","14","3","","64","70","14","10.51983/ijiss-2024.14.3.09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207501793&doi=10.51983%2Fijiss-2024.14.3.09&partnerID=40&md5=ccdb10910a0dd5c6ac1612164fded92a","To address this issue, we conduct an empirical investigation into the application of AI and ML in marketing management using a rich framework that aims to optimize marketing value as much as possible. The framework is structured in four pillars: data gathering and processing, customer insights & segmentation, personalized marketing strategies and performance improvement. The utility and practical implementation of the framework was examined through a mixed-methods study design employing quantitative surveys validated by qualitative interviews. The survey was conducted among marketing practitioners across all industries. We also analyze the extent of AI and ML integration in each component empirically, with qualitative insights providing perspectives on opportunity areas, challenges and best practices. Three of these areas in the framework organizational readiness, resource allocations and skill gaps are highlighted as those with most pronounced differences on AI & ML deployment. To learn more about the dataset, demographics of 38 respondents in sample. The sample has a diversified age distribution and it ranges from 27 to 50 years of age. This demonstrates a significant bit of variation (SD = 7.30) and an average age of around 36-37 years Because there's also diversity when it comes to gender representation, with seven people identifying as ""Other"", besides the six male and fifteen women. According to the statistics, most people are bachelor’s degree holders although also a lot of masters and doctorate degrees which adds depth into information. Overall, the results provide a glimpse into demographic attributes regarding marketing performance and providing useful information for strategic decision making by doing so on behalf of management in charge with implementing those decisions. Finally, this research provides actual data rather than theory on how AI and ML mechanics are being integrated in the marketing management space. The strategic deployment of AI and ML in this research can significantly improve the efficient utilization of resources, maximize marketing efficiency by displaying key parameters impacting shopping behaviour as possesses with more long standing competitive benefits. When they can lean on hard data, researchers, marketers and decision-makers alike are likely to find a more straightforward path to the tasks that matter most as well as how AI/ML factors into driving real marketing value. The research also underscores the importance of ongoing learning, adapting and aligning strategies to leverage new technology in an ever-evolving field like marketing. © The Research Publication.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85207501793"
"Jagannath D.J.; Sreelakshmi T.; George J.; Achsah M.","Jagannath, D.J. (55943370700); Sreelakshmi, Tungala (59539041300); George, Jemy (59539203600); Achsah, Mangadoddi (59540037300)","55943370700; 59539041300; 59539203600; 59540037300","Forecasting Traits: Human Personality Prediction with Machine Learning Methodology - A Comparative Study","2024","IET Conference Proceedings","2024","23","","93","99","2","10.1049/icp.2024.4407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216723145&doi=10.1049%2Ficp.2024.4407&partnerID=40&md5=3a674a9b22985b7525544578c6f10583","Data science and AI are transforming the planet through technological change. We can look at many applications of machine learning in our daily lives, but one of the most widely used applications of machine learning is to categorize individuals based on their personality traits. Everyone on this planet is unique and carries a personality - a special kind of character. The availability of high-quality data has paved the way for more effective marketing campaigns targeted at specific demographic groups for predictive analytics and behavioural psychology. Such personality-based communication is more effective in creating more acceptable and appealing products and services. This research work proposes a framework for predicting personality using big five personality traits. Throughout the globe, people are exposed to competitive exams that focus mainly on their personality evaluation. The main motivation behind these assessments is to test the personality and skill sets of people. From personality classification, one can also determine the type of personality and improve the personality based on the results. In this context, we have utilized machine learning models such as Random Forest Classifier, Decision Tree Classifier, Ada-Boost Classifier and hybrid XGB - eXtreme Gradient Boosting Classifier for forecasting traits - personality prediction. The investigations were validated with four performance metrics; accuracy, precision, recall and f1 score. Throughout the experimentations, the hybrid XGB Classifier outperformed all the other algorithms with an accuracy of 95.66%. The precision, recall and f1-success of the hybrid XGB Classifier were evaluated to be 96% respectively. © The Institution of Engineering & Technology 2024.","Conference paper","Final","","Scopus","2-s2.0-85216723145"
"Fathy E.A.; Zidan H.A.K.Y.; El Sayed A.H.; Fouad A.M.","Fathy, Eslam Ahmed (56901431200); Zidan, Heba Abdel Kerim Youssef (59340999300); El Sayed, Amira Hamdy (60077179400); Fouad, Amr Mohamed (59301936000)","56901431200; 59340999300; 60077179400; 59301936000","Integrating ChatGPT in tourism and hospitality education: A systematic and bibliometric analysis of research trends, applications, and implications","2025","Tourism and Hospitality Research","","","14673584251357510","","","2","10.1177/14673584251357510","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014545084&doi=10.1177%2F14673584251357510&partnerID=40&md5=dfc0d6c1523c014b8ad579cebec4b0d4","This study aims to identify the role of ChatGPT in addressing existing gaps and offering new opportunities in tourism and hospitality (T&H) education. In this evolving educational landscape, the study outlines emerging trends, practical applications, and potential avenues for implementing ChatGPT in educational contexts. Relevant research papers were retrieved from online databases indexed by Scopus, and a systematic literature and bibliometric review was conducted, focusing on studies published between 2018 and 2024. To this end, the Scopus database was used, with a focus on articles evaluating the use of ChatGPT in education within the T&H sectors. Following a defined protocol that included specific inclusion and exclusion criteria, 26 relevant studies were selected for final synthesis and analysis. This study emphasizes the positive impacts of ChatGPT in the learning environment, including its adaptability to individual learning needs, its versatility in enhancing digital marketing skills, and its practical utility for role-play and the development of cultural competencies. Challenges identified include concerns related to academic dishonesty, both quantitative and qualitative limitations associated with the technology, and various ethical considerations. This work represents the first systematic literature review on the adoption of ChatGPT in T&H education. It showcases AI-enabled educational practices while highlighting the current lack of ethical guidelines and personalized learning frameworks within the field. The study is limited to English-language articles and excludes grey literature. © The Author(s) 2025","Article","Article in press","","Scopus","2-s2.0-105014545084"
"Sharma C.; Rath P.; Kumar R.; Sharma S.; Chen H.-Y.","Sharma, Chetan (57210514864); Rath, Pranabananda (60211356800); Kumar, Rajender (58733983800); Sharma, Shamneesh (55491693900); Chen, Hsin-Yuan (58238370200)","57210514864; 60211356800; 58733983800; 55491693900; 58238370200","Mapping the Evolution of Digital Marketing Research Using Natural Language Processing","2025","Information (Switzerland)","16","11","942","","","0","10.3390/info16110942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022887156&doi=10.3390%2Finfo16110942&partnerID=40&md5=dbaa0a52e18e647a45e0603e8a41ff06","Digital marketing has become a game-changer by combining cutting-edge technologies, insights into how customers behave, and applicability across industries to change how businesses plan and how they interact with customers. Digital marketing is a key part of being competitive, sustainable, and innovative in a world where more and more people are using the internet and social media. Even though this subject is important, the study of it is still scattered, which shows that there is a need to systematically map out its intellectual structure. This research utilizes a bibliometric and topic modeling methodology, analyzing 4722 publications sourced from the Scopus database, including the string “Digital Marketing”. The authors employed Latent Dirichlet Allocation (LDA), a method from Natural Language Processing, to discern latent study themes and Vosviewer 1.6.20 for bibliometric analysis. The results explore ten main thematic clusters, such as digital marketing and blockchain, applications in the health and food industries, higher education and skill enhancement, machine learning and analytics, small and medium-sized enterprises (SMEs) and sustainability, emerging trends and ethics, sales transformation, tourism and hospitality, digital media and audience perception, and consumer satisfaction through service quality. These clusters show that digital marketing is becoming more interdisciplinary and is becoming more connected to ethical and technological issues. The report finds that digital marketing research is changing quickly because of artificial intelligence (AI), blockchain, immersive technology, and reflect it with a digital business environment. Future directions encompass the expansion of analyses to new economies, the implementation of advanced semantic models, and the navigation of ethical difficulties, thereby guaranteeing that digital marketing fosters both business progress and public welfare. © 2025 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105022887156"
"Balamurugan S.; Pathak S.; Jain A.; Gupta S.; Sharma S.; Duggal S.","Balamurugan, S. (58683815900); Pathak, Sonal (57216863137); Jain, Anupriya (57219248000); Gupta, Sachin (57924751100); Sharma, Sachin (57191275016); Duggal, Sonia (57217490836)","58683815900; 57216863137; 57219248000; 57924751100; 57191275016; 57217490836","Impact of Artificial Intelligence on Organizational Transformation","2022","Impact of Artificial Intelligence on Organizational Transformation","","","","1","408","0","10.1002/9781119710301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010788210&doi=10.1002%2F9781119710301&partnerID=40&md5=c65b68c916785a8189e81255e43fe24a","IMPACT OF ARTIFICIAL INTELLIGENCE ON ORGANIZATIONAL TRANSFORMATION Discusses the impact of AI on organizational transformation which is a mix of computational techniques and management practices, with in-depth analysis about the role of automation & data management, and strategic management in relation to human capital, procurement & production, finance, and marketing. The impact of AI in restructuring organizational processes is a combination of management practices and computational technology. This book covers the areas like artificial intelligence & its impact on professions, as well as machine learning algorithms and technologies. The context of applications of AI in business process innovation primarily includes new business models, AI readiness and maturity at the organizational, technological, financial, and cultural levels. The book has extensive details on machine learning and the applications such as robotics, blockchain, Internet of Things. Also discussed are the influence of AI on financial strategies and policies, human skills & values, procurement innovation, production innovation, AI in marketing & sales platforms. Audience Readers include those working in artificial intelligence, business management studies, technology engineers, senior executives, and human resource managers in all types of business. © 2022 Scrivener Publishing LLC.","Book","Final","","Scopus","2-s2.0-105010788210"
"Brennan L.; Parker L.","Brennan, Linda (7102633426); Parker, Lukas (56589463600)","7102633426; 56589463600","There’s an app for that!: Strategic marketing in a digital era","2024","Digital Advertising Evolution","","","","134","145","1","10.4324/9781003168485-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214897370&doi=10.4324%2F9781003168485-12&partnerID=40&md5=b681c72680297fd04a321ead3a8f5596","Chapter 10, from Brennan and Parker, addresses the challenges digital marketers face in engaging with mobile and app-based advertising. They critique the shift from product-centric to market-oriented design, examining the unique contributions of mobile platforms and technologies. The chapter highlights the role of AI in enhancing advertising delivery through apps. Mobile advertising stands out for its transformative impact, providing remarkable precision and utility. The authors discuss the tension between user experience and the disruptive nature of mobile ad formats, noting the concept of “phygital” spaces. They also address the skills gap among advertising creatives in deploying mobile technologies effectively. The chapter provides a comprehensive classification of mobile advertising types, broadening the understanding of the evolving digital advertising landscape. They emphasise the need for a strategic overview in advertising, rather than hyper-targeted individuation of consumers. This analysis underscores the complexity of integrating advertising strategies in novel technological spaces and the fragmentation of media experiences. © 2025 selection and editorial matter, Iain MacRury and Danae Manika; individual chapters, the contributors. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-85214897370"
"Quaye W.; Akon-Yamga G.; Akuffobea-Essilfie M.; Onumah J.A.","Quaye, Wilhelmina (18837518200); Akon-Yamga, Gordon (57209010286); Akuffobea-Essilfie, Mavis (57208402222); Onumah, Justina Adwoa (56015597100)","18837518200; 57209010286; 57208402222; 56015597100","Technology adoption, competitiveness and new market access among SMEs in Ghana: What are the limiting factors?","2024","African Journal of Science, Technology, Innovation and Development","16","7","","1023","1037","10","10.1080/20421338.2024.2414949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208464093&doi=10.1080%2F20421338.2024.2414949&partnerID=40&md5=7b4afc3ed329815bcf0ba584a1326c76","A total of 300 SMEs including beneficiaries and non-beneficiaries of the Presidential Business Development Support initiative were surveyed in Ghana using structured interview questionnaires. The survey objectives were to (i) investigate the extent of adoption of emerging technologies including the Internet of Things (IoTs), Artificial Intelligence (AI), e-Commerce, Mobile Banking and Social Media among SMEs in Ghana; (ii) identify the main barriers to adoption of emerging technologies; and (iii) explore any association between the level of technology adoption by SMEs and access to new markets. Close to 60% of the beneficiary SMEs had adopted less sophisticated technologies such as social media, mobile banking and e-commerce as compared to 50% adoption among non-beneficiaries. Overall, less than 5% of the SMEs surveyed were using sophisticated technologies such AI and IoTs. This study adopted the Technological-Organizational-Environmental (TOE) framework to identify barriers to technology adoption. The top five barriers to technology adoption by the SMEs identified from this study are: (i) lack of finance, (ii) insufficient government support, (iii) lack of absorptive capability, (iv) insufficient demand and (v) poor technology enabling infrastructure. The beneficiary SMEs had better access to sub-regional (West Africa), regional (Africa) and international markets than the non-beneficiaries. Logit regression results showed that the most significant factors positively influencing technology adoption are Education, Marketing Skills, Human Resource Skills, Gender, Market Opportunities and Financial Improvement. There was a positive but weak correlation between technology adoption and access to new market opportunities. © 2024 African Journal of Science, Technology, Innovation and Development.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85208464093"
"Elhajjar S.; Karam S.; Borna S.","Elhajjar, Samer (57216300844); Karam, Scarlett (57219845069); Borna, Shaheen (6603368564)","57216300844; 57219845069; 6603368564","ARTIFICIAL INTELLIGENCE IN MARKETING EDUCATION PROGRAMS","2021","Marketing Education Review","31","1","","2","13","59","10.1080/10528008.2020.1835492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095745892&doi=10.1080%2F10528008.2020.1835492&partnerID=40&md5=b034c77ec7924519ffc3b2009240f709","This research explores the perspectives of business students and marketing educators and practitioners on integrating Artificial Intelligence (AI) into marketing education programs. It also investigates drivers that predict interest on the part of marketing students in taking AI courses. Data were collected through interviews with 20 marketing professionals and 15 marketing educators, and a survey was completed by 330 marketing students. Interviewees agreed that AI enhances students’ abilities, skills, and marketability. Personality factors, social factors, and self-efficacy drive marketing students’ interest in AI courses. © 2020 Society for Marketing Advances.","Article","Final","","Scopus","2-s2.0-85095745892"
